product,reviewer,influence,comment,text
"Roku Streaming Stick 4K 2021 | 流媒体设备 4K/HDR/杜比视觉,带 Roku 语音遥控器和电视控制",Nickey,106,101,"I have purchases 3 ROKU Express in the past all but one stopped working but it acts Glitch! This ROKU stick is WOW!! Clear pic, controls audio/mutes, click button and it searches for you! Pay the extra $10, you get what u pay for! I bought 2, eventhought my 2nd TV has a ROKU built in...it does not have the xfinity comcast BETA App. The ROKU Stick has Apple TV App, Xfinity, Prime, all of the otha new new apps too. Highly recommend!!"
"Roku Streaming Stick 4K 2021 | 流媒体设备 4K/HDR/杜比视觉,带 Roku 语音遥控器和电视控制",Daphne Rye,45,34,I have one Roku stick that keeps on trucking while two Firesticks crashed and burned. The Firesticks began defaulting to a reboot loop. I trouble-shot this problem thru Google and YouTube and could not fix them. I bought another Roku stick and it was so much easier than Firestick right out of the box! We have Spectrum cable and Roku (not Firestick) will run Spectrum app. The remote will power on/off and control volume of TV also. LOVE THIS!!
"Roku Streaming Stick 4K 2021 | 流媒体设备 4K/HDR/杜比视觉,带 Roku 语音遥控器和电视控制",The Generalist,6,52,If you have cut the cord roku gives you all their content and you can add a streaming service with just a roku! turn it all on with one button adjust volume right in your hand plus you can talk to it and it will navigate for you
"Roku Streaming Stick 4K 2021 | 流媒体设备 4K/HDR/杜比视觉,带 Roku 语音遥控器和电视控制",Amazon Customer,6,6,"I was using my smart TV for streaming, but it did not have all the all that I subscribe to and the performance was not good. Then I changed to the Amazon 4K Fire Stick. It has everything I subscribe to and works pretty good, except it keeps losing the wi-fi connection. Talking to a co-worker, she told me she has a Roku and it never loses connection. So I bought this one. Sure enough, it works great and so far I have not lost my wi-fi connection. I bought it for another TV in my house upstairs. Same thing. It always connects to the wi-fi and it does not lose the connection. I still have 1 TV in my bedroom using the 4K Fire Stick. Last night I am watching it and it loses the wi-fi connection. As soon as this Roku comes down in price, I will probably be buying another one."
"Roku Streaming Stick 4K 2021 | 流媒体设备 4K/HDR/杜比视觉,带 Roku 语音遥控器和电视控制",Paul H.,7,51,"Simple even for beginner streamers. Works well. Cut the cable finally. Such a good feeling. Raising my bill every few months. Returned a box full of equipment for all of my TVs. Now only have one, small, simple remote. Can watch free stuff on the Roku channels and even rent movies with ease. Signed up for YouTube TV as well and having both is all you need."
"Roku Streaming Stick 4K 2021 | 流媒体设备 4K/HDR/杜比视觉,带 Roku 语音遥控器和电视控制",Psubuyer,240,339,This is our second purchase of the stick version of this product. We use it at our office. Very easy to use and lots of channels to add. Voice search on the remote makes it easier to find what you’re looking for. We have 5 Roku items and we keep buying. Recommended for cost and ease of use. Also like that you can add different themes to your screen and different users to the different apps.
"Roku Streaming Stick 4K 2021 | 流媒体设备 4K/HDR/杜比视觉,带 Roku 语音遥控器和电视控制",Mike,9,13,"We have a Samsung Smart TV which comes with it's own streaming interface but it is nothing compared to the Roku. We also used to use the xbox to stream and that wasn't nearly as good as the Roku either. What I love about the Roku is how you can search for a movie or show you want to watch among multiple apps. I also love the voice recognition feature for searching things without typing it in. I was between this and the Amazon firestick and after researching, i'm so glad I went with the Roku. There are minimal ads on the Roku which seems to be the main complaint with the Firestick. Overall I am very satisfied with my purchase!"
"Roku Streaming Stick 4K 2021 | 流媒体设备 4K/HDR/杜比视觉,带 Roku 语音遥控器和电视控制",Greek Geek,127,92,"A friend of mine introduced me to Roku a few years back. The device works perfectly! Wifi reaches places no other WiFis can. The Roku interface is great. Huge selection of channels.  I must have bought over a dozen for my TV, my family's TVs and as gifts. I also have one that I take with me when I stay at Hotels. Roku provides seamless connection to Hotel WiFis."
"Roku Streaming Stick 4K 2021 | 流媒体设备 4K/HDR/杜比视觉,带 Roku 语音遥控器和电视控制",Bob in Wisconsin,73,53,"I replaced an older generation Roku. While the TV I’m using is not a 4K, the picture quality is better with the Roku Stick 4K.  The volume control is like the previous Roku I was using. Each touch up or down, changes the on screen volume indicator 2 digits. Probably an interface issue with my TV.  Overall, I recommend this Roku Stick."
"Roku Streaming Stick 4K 2021 | 流媒体设备 4K/HDR/杜比视觉,带 Roku 语音遥控器和电视控制",J. L. Lichtenfeld MD,3,3,"Got an LG OLED large screen TV and a Roku enabled TCL large screen for our new home. Both provided excellent pictures and met those expectations, however navigating the Roku set was intuitive and easy to understand. Not so the LG: too complicated and didn't make sense--at least to me and my wife (who although older are reasonably technologically savvy).  Got the Roku stick for the LG and now it works like a dream. So grateful to have that option and thrilled I don't have to rely on the LG enabled apps to find the shows and movies we want to watch. It is simply too frustrating to navigate, which is not a good feeling when you just shelled out several thousand dollars for a top line television!!!! Not to mention that the several TCL Roku enabled sets that we have in two homes work seamlessly with the same interface, remote, and smart phone enabled remote. They are a pleasure to watch and find what we want."
"Roku Streaming Stick 4K 2021 | 流媒体设备 4K/HDR/杜比视觉,带 Roku 语音遥控器和电视控制",CA,11,7,"I have a 50' Spectre 4K UHD. The Roku Streaming Stick 4K 2021 has done a great job with this tv. The visuals are great and very crisp. It does bring out the 4K and compatible with TV's features. I also tried Roku's $15 Black Friday LE model which is HD on my TV but it underperformed. It was as if I was watching videos in poor quality. I am happy with my purchase so far. Compared the HD, Roku Streaming Stick 4K 2021 comes with a remote that has volume controls and power on/off option. That's great. I am curious if the stick actually brings in Dolby Vision and HDR visualization on my TV screen EVEN THOUGH my TV only supports UHD. I am keeping this product and for the Black Friday deal it was a good purchase. I'd recommend it."
