WC,Analytic,Clout,Authentic,Tone,WPS,BigWords,Dic,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,det,article,number,prep,auxverb,adverb,conj,negate,verb,adj,quantity,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Social,socbehav,prosocial,polite,conflict,moral,comm,socrefs,family,friend,female,male,Culture,politic,ethnicity,tech,Lifestyle,leisure,home,work,money,relig,Physical,health,illness,wellness,mental,substances,sexual,food,death,need,want,acquire,lack,fulfill,fatigue,reward,risk,curiosity,allure,Perception,attention,motion,space,visual,auditory,feeling,time,focuspast,focuspresent,focusfuture,Conversation,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP,label
166,82.53,82.33,83.53,98.79,18.44,18.07,89.16,74.7,58.43,7.83,6.63,1.2,3.61,0.6,0.0,1.2,1.2,18.07,12.65,1.2,15.06,7.83,7.23,8.43,0.6,15.06,7.23,7.23,6.63,5.42,1.2,0.6,4.22,0.0,4.22,0.0,0.6,1.2,0.0,0.6,1.81,0.0,7.23,7.23,0.0,1.2,1.2,0.0,0.0,0.0,0.0,0.0,9.64,2.41,1.2,0.0,0.0,0.0,0.0,7.23,0.6,0.0,0.0,0.6,0.0,0.0,0.0,0.0,7.23,2.41,3.01,1.2,0.6,0.0,4.22,1.2,0.0,1.2,0.0,0.0,0.0,3.01,0.0,0.0,0.0,0.6,1.2,0.0,0.0,0.0,0.0,0.0,7.23,15.06,0.0,1.81,13.25,0.0,0.0,0.0,6.63,4.82,4.82,0.6,0.0,0.0,0.0,0.0,0.0,10.84,4.82,2.41,0.0,0.6,0.6,2.41,1
97,37.9,2.55,99.0,98.77,16.17,21.65,85.57,64.95,51.55,9.28,8.25,7.22,0.0,0.0,0.0,1.03,1.03,10.31,7.22,0.0,9.28,8.25,7.22,10.31,2.06,12.37,8.25,3.09,1.03,1.03,0.0,0.0,9.28,1.03,8.25,0.0,0.0,1.03,2.06,1.03,4.12,0.0,8.25,7.22,0.0,2.06,1.03,0.0,0.0,0.0,0.0,0.0,4.12,2.06,0.0,0.0,0.0,0.0,0.0,2.06,1.03,0.0,1.03,0.0,1.03,0.0,0.0,1.03,8.25,4.12,3.09,0.0,1.03,0.0,3.09,0.0,0.0,0.0,0.0,0.0,0.0,1.03,0.0,0.0,0.0,0.0,0.0,1.03,0.0,0.0,0.0,0.0,6.19,15.46,0.0,1.03,15.46,0.0,0.0,0.0,5.15,3.09,5.15,1.03,0.0,0.0,0.0,0.0,0.0,13.4,5.15,4.12,0.0,0.0,2.06,2.06,0
122,31.41,19.26,90.7,58.75,15.25,9.02,86.89,70.49,59.02,13.93,12.3,8.2,1.64,0.0,0.0,2.46,1.64,17.21,9.84,3.28,9.84,11.48,6.56,9.02,1.64,16.39,5.74,4.1,3.28,2.46,0.82,0.0,9.02,1.64,7.38,0.82,1.64,1.64,1.64,0.0,2.46,0.0,5.74,4.1,1.64,0.82,0.0,0.82,0.0,0.0,0.0,0.0,7.38,0.82,0.0,0.0,0.0,0.0,0.82,6.56,2.46,0.0,0.0,2.46,0.0,0.0,0.0,0.0,5.74,2.46,3.28,0.0,0.0,0.0,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.64,0.0,0.82,0.0,0.0,0.0,0.0,0.0,0.0,5.74,9.02,0.0,0.0,9.02,0.0,0.0,0.0,6.56,6.56,4.1,0.82,0.82,0.0,0.82,0.0,0.0,9.02,6.56,0.0,0.0,0.0,2.46,0.0,1
349,42.08,1.01,98.62,11.47,17.45,19.77,85.39,71.35,61.6,15.76,11.17,9.17,0.0,0.0,0.29,1.72,4.58,14.9,10.6,0.29,12.32,9.74,6.3,7.74,2.58,15.47,2.58,2.58,2.29,0.29,1.15,0.86,12.89,2.01,10.89,1.43,1.43,0.86,0.57,0.57,4.3,0.0,2.58,0.86,1.72,1.43,0.29,1.15,0.0,0.0,0.29,0.0,5.16,2.87,0.0,0.57,0.29,0.0,1.72,2.29,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,3.72,0.0,2.29,1.43,0.29,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.57,0.0,0.29,0.0,0.0,0.0,0.29,0.29,0.0,4.01,12.32,1.15,2.01,8.88,0.29,0.0,0.0,5.73,11.17,0.57,1.72,0.0,0.0,0.0,0.0,0.0,13.18,5.16,5.73,0.0,0.57,0.0,1.72,0
227,83.86,21.7,46.38,25.95,20.64,19.38,77.53,62.11,44.49,6.17,1.76,0.44,0.0,1.32,0.0,0.0,4.41,14.1,9.25,2.2,11.89,7.05,3.08,6.61,1.76,13.66,11.01,5.29,1.32,0.44,0.88,0.0,11.89,0.88,10.13,0.88,1.76,0.0,0.44,2.2,4.85,0.0,5.73,3.08,2.64,2.64,2.64,0.0,0.0,0.0,0.0,0.0,3.52,1.32,0.44,0.0,0.0,0.44,0.0,2.2,0.0,0.0,0.0,0.0,0.88,0.0,0.88,0.0,7.49,2.64,1.76,1.32,1.76,0.0,3.52,0.0,0.0,0.0,0.0,0.0,0.0,3.08,0.0,0.0,0.0,0.44,0.0,0.44,0.0,0.0,0.0,0.88,4.85,11.01,0.88,1.32,6.61,2.2,0.0,0.88,3.52,1.76,4.85,2.2,0.0,0.0,0.0,0.0,0.0,15.42,4.41,6.17,0.0,0.44,2.2,2.2,0
106,92.92,24.88,87.76,1.0,13.25,9.43,89.62,71.7,56.6,5.66,4.72,2.83,1.89,0.0,0.0,0.0,0.94,19.81,14.15,0.0,15.09,8.49,4.72,4.72,2.83,16.04,7.55,8.49,2.83,1.89,0.0,0.94,10.38,3.77,6.6,0.94,1.89,0.0,0.0,0.0,2.83,0.0,3.77,0.0,3.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.38,5.66,0.94,0.94,0.94,0.0,3.77,3.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.83,0.0,0.94,1.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94,0.0,1.89,0.0,0.0,0.94,0.0,5.66,16.98,0.94,0.94,10.38,1.89,2.83,0.0,6.6,9.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.15,7.55,4.72,0.0,0.0,1.89,0.0,0
149,74.06,4.8,99.0,39.82,18.63,10.07,91.28,77.18,61.07,12.08,7.38,6.04,0.0,0.0,0.0,1.34,4.7,14.77,10.74,0.67,18.12,11.41,4.7,6.71,2.01,23.49,6.04,2.01,0.67,0.0,0.0,0.67,11.41,0.0,10.74,2.68,0.67,1.34,4.03,0.0,3.36,0.0,2.68,2.01,0.67,1.34,0.67,0.67,0.0,0.67,0.0,0.0,4.03,2.01,0.67,0.0,1.34,0.0,0.67,2.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7,0.67,2.01,1.34,0.67,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,1.34,0.0,1.34,0.0,0.0,0.0,0.0,0.0,0.0,8.72,17.45,1.34,3.36,11.41,2.01,0.0,2.01,6.04,8.72,0.67,1.34,0.0,0.0,0.0,0.0,0.0,10.74,5.37,1.34,0.0,0.0,1.34,2.68,0
176,68.43,50.21,54.55,99.0,29.33,26.14,86.93,68.75,52.27,12.5,8.52,4.55,2.84,0.0,0.0,0.57,3.98,18.75,9.09,1.14,10.8,7.39,3.98,6.25,0.0,13.07,10.8,5.68,5.11,3.41,1.7,0.0,10.23,1.14,8.52,2.84,1.14,1.14,1.14,0.57,2.27,0.0,7.95,7.95,0.0,3.41,3.41,0.0,0.0,0.0,0.0,0.0,10.23,2.84,0.0,0.0,0.0,0.0,0.57,5.68,0.57,0.0,0.0,0.0,0.57,0.0,0.57,0.0,4.55,0.57,0.57,1.14,2.27,0.0,2.27,0.0,0.0,0.0,0.0,0.0,0.0,2.27,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,1.14,0.0,9.09,7.39,0.0,1.14,5.11,0.0,0.0,1.14,3.98,6.25,2.27,1.14,0.0,0.0,0.0,0.0,0.0,10.8,3.41,6.82,0.0,0.0,0.57,0.0,0
87,64.97,78.45,99.0,99.0,14.5,16.09,91.95,66.67,45.98,5.75,5.75,0.0,5.75,0.0,0.0,0.0,0.0,8.05,1.15,2.3,16.09,4.6,6.9,10.34,1.15,9.2,18.39,5.75,5.75,5.75,0.0,0.0,9.2,2.3,6.9,1.15,0.0,0.0,0.0,0.0,5.75,0.0,10.34,10.34,0.0,1.15,1.15,0.0,0.0,0.0,0.0,0.0,10.34,2.3,0.0,0.0,1.15,0.0,1.15,8.05,0.0,0.0,0.0,1.15,0.0,0.0,0.0,0.0,8.05,2.3,4.6,1.15,0.0,0.0,5.75,0.0,0.0,0.0,0.0,0.0,0.0,4.6,1.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.15,0.0,11.49,18.39,1.15,0.0,14.94,0.0,0.0,2.3,9.2,6.9,2.3,0.0,0.0,0.0,0.0,0.0,0.0,17.24,5.75,10.34,0.0,1.15,0.0,0.0,1
65,35.28,81.78,21.89,96.43,9.29,20.0,83.08,66.15,52.31,10.77,6.15,0.0,1.54,1.54,0.0,3.08,4.62,12.31,7.69,0.0,7.69,13.85,6.15,4.62,1.54,20.0,9.23,4.62,4.62,3.08,0.0,1.54,12.31,3.08,9.23,0.0,3.08,1.54,1.54,0.0,1.54,0.0,6.15,6.15,0.0,3.08,3.08,0.0,0.0,0.0,0.0,0.0,10.77,3.08,0.0,0.0,0.0,0.0,0.0,7.69,1.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.62,1.54,3.08,0.0,0.0,0.0,3.08,0.0,0.0,0.0,0.0,0.0,0.0,3.08,0.0,3.08,0.0,1.54,3.08,0.0,0.0,0.0,0.0,0.0,12.31,10.77,0.0,3.08,9.23,0.0,0.0,0.0,1.54,4.62,4.62,3.08,0.0,0.0,0.0,0.0,0.0,26.15,4.62,7.69,0.0,9.23,1.54,3.08,0
116,96.21,9.86,56.1,91.69,16.57,34.48,76.72,56.03,45.69,7.76,6.9,6.9,0.0,0.0,0.0,0.0,0.86,16.38,9.48,0.86,14.66,5.17,0.86,3.45,0.0,8.62,7.76,6.03,1.72,0.0,1.72,0.0,6.9,2.59,4.31,0.86,0.0,1.72,0.0,1.72,0.0,0.0,6.03,5.17,0.0,3.45,2.59,0.0,0.0,0.0,0.0,0.0,3.45,3.45,1.72,0.0,0.0,0.0,0.86,0.0,0.0,0.0,0.0,0.0,2.59,0.0,0.0,2.59,9.48,4.31,0.86,2.59,1.72,0.0,2.59,0.0,0.0,0.0,0.0,0.0,0.0,2.59,0.0,0.86,0.86,0.86,0.0,0.86,0.0,0.0,0.0,0.0,4.31,9.48,0.0,0.86,8.62,0.0,0.0,0.0,3.45,7.76,0.86,0.0,0.0,0.0,0.0,0.0,0.0,9.48,5.17,2.59,0.0,0.86,0.86,0.0,0
273,54.65,1.53,99.0,9.61,18.2,15.38,89.01,72.89,61.9,17.95,13.92,12.09,0.0,0.0,1.83,0.0,4.03,15.75,7.33,2.56,16.48,7.69,5.49,6.96,0.73,16.12,2.56,3.66,1.83,0.37,0.37,1.1,7.69,0.0,7.69,2.56,1.1,0.73,0.0,0.37,2.2,0.0,2.56,0.73,1.83,1.83,0.37,1.47,0.0,0.37,0.0,0.0,5.49,3.66,0.73,0.0,0.73,0.0,2.93,2.2,0.0,0.0,1.83,0.0,0.73,0.0,0.0,0.73,6.59,0.0,4.03,1.47,1.1,0.0,2.2,0.73,0.0,0.0,0.0,0.37,0.0,0.0,0.0,1.47,0.0,0.37,0.0,0.0,0.37,0.0,0.0,0.0,5.13,15.38,1.1,1.83,11.36,0.73,0.0,0.37,6.59,10.26,1.1,0.37,0.0,0.0,0.0,0.0,0.0,9.16,3.3,1.83,0.0,4.03,0.0,0.0,0
80,80.96,85.69,36.72,99.0,11.43,17.5,85.0,63.75,48.75,8.75,5.0,1.25,2.5,0.0,0.0,1.25,3.75,20.0,12.5,1.25,8.75,8.75,2.5,6.25,0.0,12.5,8.75,7.5,5.0,5.0,0.0,0.0,8.75,3.75,5.0,0.0,0.0,0.0,1.25,2.5,2.5,0.0,11.25,11.25,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,16.25,5.0,1.25,0.0,0.0,0.0,0.0,10.0,0.0,1.25,1.25,0.0,0.0,0.0,0.0,0.0,5.0,2.5,0.0,1.25,1.25,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.25,8.75,0.0,0.0,8.75,0.0,0.0,0.0,3.75,6.25,3.75,0.0,0.0,0.0,0.0,0.0,0.0,17.5,8.75,2.5,0.0,0.0,1.25,5.0,1
206,88.84,60.28,77.76,10.58,20.6,18.93,87.38,68.45,53.88,11.17,8.74,4.37,3.4,0.0,0.97,0.0,2.43,17.48,9.22,1.46,17.48,3.88,3.4,7.77,0.97,12.62,10.19,5.83,6.31,4.85,1.46,0.0,9.22,0.49,8.74,1.94,0.97,1.46,0.97,0.49,2.43,0.0,4.85,1.94,2.91,2.91,0.49,2.43,0.49,0.97,0.97,0.0,11.17,2.91,0.0,0.0,0.97,0.0,1.94,7.77,1.46,0.0,2.91,0.0,0.49,0.0,0.0,0.49,4.85,0.97,0.97,1.94,1.46,0.0,0.97,0.97,0.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.97,0.49,0.97,0.97,0.0,0.0,0.49,0.49,5.34,12.14,0.97,1.94,7.77,0.49,0.49,0.49,6.31,5.83,0.97,0.49,0.0,0.0,0.0,0.0,0.0,11.65,4.85,4.85,0.0,0.0,0.49,1.46,0
137,64.45,7.22,50.93,98.9,12.45,19.71,89.78,72.99,55.47,9.49,6.57,6.57,0.0,0.0,0.0,0.0,2.92,18.98,11.68,0.0,9.49,10.22,5.11,6.57,1.46,15.33,10.95,8.03,0.0,0.0,0.0,0.0,9.49,0.0,9.49,2.19,0.0,2.19,0.73,1.46,2.19,0.0,8.76,8.03,0.73,3.65,2.92,0.73,0.0,0.0,0.73,0.0,5.11,2.92,0.73,0.0,0.0,0.0,0.0,2.19,1.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.22,3.65,0.73,3.65,2.92,0.0,2.92,0.0,0.0,0.0,0.0,0.0,0.0,2.92,0.0,0.73,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.73,5.11,5.84,0.0,0.0,5.84,0.0,0.0,0.0,3.65,10.22,2.92,2.19,0.0,0.0,0.0,0.0,0.0,14.6,6.57,5.11,0.0,1.46,0.0,1.46,0
114,94.37,92.86,33.61,99.0,11.4,19.3,84.21,68.42,53.51,7.89,7.02,0.88,5.26,0.88,0.0,0.0,0.88,21.93,18.42,0.0,10.53,5.26,3.51,7.89,0.0,12.28,7.02,4.39,7.02,5.26,0.88,0.88,5.26,0.88,4.39,0.88,0.0,0.88,0.0,0.0,1.75,0.0,9.65,8.77,0.88,5.26,4.39,0.88,0.0,0.0,0.0,0.0,12.28,4.39,1.75,0.88,0.0,0.0,0.0,7.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.02,0.88,2.63,2.63,0.88,0.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.02,11.4,0.0,1.75,7.89,0.88,0.88,0.0,3.51,6.14,2.63,0.0,0.0,0.0,0.0,0.0,0.0,8.77,7.89,0.0,0.0,0.88,0.0,0.0,1
51,52.65,40.06,83.69,95.42,17.0,17.65,84.31,68.63,56.86,9.8,7.84,3.92,0.0,3.92,0.0,0.0,1.96,17.65,11.76,0.0,11.76,9.8,7.84,9.8,1.96,17.65,3.92,0.0,0.0,0.0,0.0,0.0,7.84,0.0,7.84,1.96,0.0,1.96,1.96,0.0,3.92,0.0,5.88,5.88,0.0,1.96,1.96,0.0,0.0,0.0,0.0,0.0,9.8,3.92,3.92,1.96,0.0,0.0,1.96,5.88,0.0,1.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.8,9.8,1.96,0.0,5.88,3.92,0.0,0.0,9.8,1.96,0.0,3.92,0.0,0.0,0.0,0.0,0.0,7.84,5.88,0.0,0.0,0.0,1.96,0.0,0
204,37.99,2.18,92.3,33.97,25.5,16.67,90.2,74.51,62.25,15.69,11.27,8.82,0.0,0.0,0.98,1.47,4.41,14.22,7.84,0.0,14.22,7.84,9.31,6.37,3.43,15.2,4.9,2.45,2.45,0.49,0.49,1.47,12.25,2.45,9.8,1.96,1.96,0.98,1.96,0.0,3.92,0.0,5.88,3.43,2.45,2.45,0.98,1.47,0.0,0.98,0.0,0.0,9.8,4.9,0.98,0.0,1.47,0.0,1.47,4.41,0.49,0.0,1.96,0.0,0.49,0.0,0.0,0.49,3.92,0.98,0.49,1.96,0.49,0.0,2.45,2.45,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.98,0.0,0.98,0.0,0.0,0.49,0.0,0.0,0.0,4.9,9.8,0.0,0.98,9.31,0.0,0.0,0.0,2.94,7.35,0.49,1.47,0.0,0.0,0.0,0.0,0.0,8.82,3.43,2.94,0.0,0.49,1.47,0.49,0
141,38.05,95.25,27.91,29.82,12.82,12.06,89.36,75.18,60.99,12.06,9.22,0.0,5.67,2.13,0.71,0.71,2.84,19.15,11.35,2.84,8.51,12.06,7.8,7.09,1.42,19.86,9.22,7.8,6.38,5.67,0.0,0.71,6.38,0.0,6.38,0.71,1.42,0.71,0.0,0.71,2.84,0.0,0.71,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.89,4.96,0.71,0.0,0.0,0.0,2.84,9.22,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.0,5.67,0.0,3.55,2.13,0.0,0.0,1.42,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.0,0.71,0.71,0.0,0.0,0.0,0.0,4.26,11.35,0.71,1.42,7.8,0.0,0.0,1.42,3.55,14.89,2.84,0.0,0.71,0.71,0.0,0.0,0.0,14.18,5.67,2.13,2.84,0.0,2.84,0.71,1
117,70.65,3.65,88.67,91.4,13.0,15.38,93.16,71.79,59.83,12.82,6.84,5.98,0.0,0.0,0.0,0.85,5.98,13.68,6.84,1.71,18.8,7.69,7.69,4.27,2.56,13.68,6.84,5.98,0.85,0.85,0.0,0.0,9.4,2.56,6.84,0.0,0.0,1.71,1.71,0.85,3.42,0.0,5.13,5.13,0.0,2.56,2.56,0.0,0.0,0.0,0.0,0.0,5.98,2.56,0.0,0.0,0.85,0.0,0.85,1.71,0.85,0.0,0.0,0.85,0.0,0.0,0.0,0.0,9.4,1.71,0.85,3.42,4.27,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.85,0.0,0.85,0.0,0.0,0.0,0.0,11.11,13.68,0.0,1.71,12.82,0.85,0.0,0.0,2.56,7.69,1.71,0.85,0.0,0.0,0.0,0.0,0.0,19.66,7.69,3.42,0.0,0.0,2.56,5.98,1
123,67.51,88.82,42.46,44.6,17.57,15.45,85.37,69.11,60.16,15.45,10.57,3.25,6.5,0.0,0.0,0.81,4.88,18.7,10.57,0.81,14.63,7.32,3.25,8.94,0.81,14.63,2.44,2.44,8.13,7.32,0.81,0.0,4.88,0.0,4.88,0.81,0.0,0.81,1.63,0.0,2.44,0.0,3.25,2.44,0.81,1.63,0.0,0.81,0.0,0.81,0.0,0.0,10.57,0.81,0.0,0.0,0.0,0.0,0.0,9.76,0.0,0.81,0.0,0.81,0.0,0.0,0.0,0.0,4.07,0.0,2.44,0.81,0.81,0.0,2.44,0.0,0.0,0.0,0.0,0.81,0.0,1.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.32,12.2,0.81,1.63,7.32,2.44,0.0,0.81,2.44,11.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.07,4.07,5.69,0.0,1.63,1.63,4.07,0
191,66.35,13.16,72.81,43.65,14.69,13.61,85.86,70.68,56.54,17.28,13.09,8.9,0.0,0.52,3.66,0.0,4.19,15.18,13.09,2.62,10.47,6.28,4.19,6.81,0.0,16.75,3.14,2.62,1.05,0.0,0.0,1.05,8.38,0.0,8.38,1.05,1.57,0.52,1.57,0.52,2.62,0.0,3.66,2.62,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.47,5.76,1.05,1.57,0.0,0.0,3.14,5.24,0.0,0.0,3.14,1.57,0.0,0.0,0.0,0.0,3.66,1.57,0.52,0.52,1.05,0.0,2.09,1.57,0.0,1.57,0.0,0.0,0.0,0.0,0.0,1.05,0.0,1.57,0.0,0.0,0.0,0.0,0.0,0.0,6.28,8.9,0.0,2.09,6.28,0.52,0.0,0.52,4.71,10.47,1.05,1.05,0.0,0.0,0.0,0.0,0.0,16.75,7.85,1.57,0.0,0.0,1.57,5.76,1
149,74.06,16.87,54.84,20.23,24.83,19.46,86.58,67.11,55.7,7.38,5.37,2.01,0.67,0.0,2.01,0.67,2.01,16.78,10.07,0.67,13.42,10.74,4.03,7.38,2.01,14.77,8.05,7.38,2.68,0.67,2.01,0.67,11.41,4.03,6.71,0.0,0.0,0.0,0.0,0.0,6.04,0.0,4.03,2.01,2.01,1.34,0.0,1.34,0.0,0.0,1.34,0.0,10.07,5.37,0.0,0.0,0.0,1.34,2.68,4.7,0.0,0.67,0.67,1.34,1.34,0.67,0.0,0.67,10.07,0.0,6.71,2.68,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.34,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,3.36,11.41,0.67,0.67,9.4,0.67,0.0,0.0,2.68,10.74,2.68,1.34,0.0,0.0,0.0,0.0,0.0,14.77,3.36,8.05,0.0,0.67,0.67,2.01,1
102,58.5,93.56,39.59,99.0,17.0,28.43,88.24,65.69,52.94,9.8,6.86,0.0,3.92,1.96,0.0,0.98,2.94,15.69,8.82,0.0,11.76,11.76,4.9,6.86,0.98,15.69,8.82,1.96,7.84,5.88,1.96,0.0,4.9,0.98,3.92,0.98,0.0,0.0,0.98,0.98,1.96,0.0,9.8,8.82,0.98,3.92,2.94,0.98,0.0,0.0,0.0,0.0,14.71,5.88,1.96,1.96,0.0,0.0,0.0,8.82,0.0,0.98,0.0,0.0,0.98,0.0,0.0,0.98,5.88,0.0,2.94,2.94,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.98,0.0,0.98,0.0,0.0,0.0,0.0,8.82,8.82,0.0,0.0,8.82,0.0,0.0,0.0,4.9,2.94,8.82,0.0,0.0,0.0,0.0,0.0,0.0,10.78,4.9,4.9,0.0,0.98,0.0,0.0,1
147,32.77,80.93,61.49,82.06,24.5,13.61,91.16,76.19,61.22,10.88,5.44,0.0,2.04,3.4,0.0,0.0,5.44,14.97,10.88,0.68,10.88,11.56,11.56,7.48,2.72,17.69,7.48,2.72,4.08,2.72,0.68,0.68,12.24,2.04,10.2,0.68,0.0,2.04,3.4,1.36,2.72,0.0,7.48,5.44,1.36,1.36,0.0,0.68,0.0,0.0,0.0,0.0,8.84,1.36,1.36,0.0,0.0,0.0,0.0,7.48,0.0,0.0,0.68,0.0,1.36,0.0,0.68,0.68,4.08,0.0,2.04,1.36,0.68,0.0,0.68,0.0,0.0,0.0,0.0,0.68,0.0,0.68,0.0,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.76,17.69,0.68,2.72,12.24,0.0,1.36,0.68,3.4,5.44,4.76,1.36,0.0,0.0,0.0,0.0,0.0,14.29,4.08,4.76,0.0,0.0,4.08,1.36,1
99,80.85,23.94,71.27,99.0,14.14,23.23,92.93,67.68,51.52,10.1,7.07,6.06,0.0,0.0,0.0,0.0,3.03,17.17,9.09,1.01,13.13,6.06,4.04,7.07,0.0,11.11,11.11,5.05,3.03,2.02,1.01,0.0,7.07,0.0,7.07,0.0,2.02,2.02,1.01,0.0,2.02,0.0,8.08,8.08,0.0,5.05,5.05,0.0,0.0,0.0,0.0,0.0,8.08,3.03,1.01,0.0,0.0,0.0,0.0,5.05,0.0,1.01,0.0,0.0,0.0,0.0,0.0,0.0,6.06,1.01,1.01,2.02,2.02,0.0,2.02,0.0,0.0,0.0,0.0,0.0,0.0,1.01,1.01,1.01,0.0,1.01,0.0,1.01,0.0,1.01,0.0,0.0,7.07,7.07,0.0,2.02,4.04,0.0,0.0,1.01,9.09,5.05,2.02,1.01,0.0,0.0,0.0,0.0,0.0,13.13,7.07,6.06,0.0,0.0,0.0,0.0,1
179,71.83,27.83,94.26,98.84,16.27,15.08,85.47,68.72,55.31,10.06,7.26,4.47,2.23,0.0,0.0,0.56,2.79,14.53,8.94,1.12,13.41,7.26,6.15,6.7,1.12,12.29,8.38,2.79,2.79,2.79,0.0,0.0,8.38,1.12,7.26,0.0,0.0,1.68,1.12,1.68,2.79,0.0,7.26,7.26,0.0,2.23,2.23,0.0,0.0,0.0,0.0,0.0,7.82,4.47,1.68,0.56,0.0,0.0,0.0,3.91,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,3.91,1.12,1.68,0.56,0.56,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.12,0.0,8.38,17.32,0.56,2.23,13.97,0.56,0.56,0.0,5.03,6.15,2.23,1.12,0.0,0.0,0.0,0.0,0.0,10.61,6.15,2.23,0.0,0.0,0.56,1.68,1
74,70.49,32.46,73.75,1.0,14.8,20.27,93.24,70.27,58.11,6.76,5.41,1.35,0.0,2.7,0.0,1.35,1.35,18.92,13.51,0.0,12.16,8.11,6.76,9.46,4.05,12.16,8.11,9.46,2.7,1.35,0.0,1.35,12.16,0.0,12.16,0.0,1.35,2.7,2.7,0.0,6.76,0.0,9.46,1.35,8.11,1.35,0.0,0.0,0.0,0.0,0.0,0.0,14.86,6.76,0.0,0.0,0.0,1.35,1.35,8.11,1.35,1.35,0.0,0.0,0.0,0.0,0.0,0.0,6.76,1.35,1.35,2.7,1.35,0.0,1.35,1.35,0.0,1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.05,0.0,0.0,0.0,1.35,0.0,0.0,9.46,0.0,1.35,9.46,0.0,0.0,0.0,5.41,2.7,2.7,2.7,1.35,1.35,0.0,0.0,0.0,8.11,6.76,0.0,0.0,0.0,1.35,0.0,0
