",",JJS,#,VB,RBR,PRP$,LS,NN,VBP,MD,VBG,EX,VBZ,RBS,JJ,.,JJR,NNPS,VBD,NNS,$,RP,``,IN,DT,TO,'',:,CC,VBN,PRP,WP,WDT,FW,NNP,UH,WRB,CD,PDT,SYM,POS,RB,label
1,0,0,8,0,1,0,11,0,1,1,0,0,0,5,2,1,0,13,0,0,0,0,5,7,6,0,6,2,2,9,2,0,0,0,0,0,1,0,0,0,5,1
9,0,0,14,0,6,0,32,3,2,1,0,3,0,12,17,1,0,25,3,0,6,0,15,22,15,0,0,11,5,34,0,1,0,2,0,0,1,1,0,0,18,0
7,0,0,3,0,1,0,27,0,1,2,1,0,0,14,9,2,0,11,5,2,1,0,16,14,4,0,3,6,0,7,0,0,0,6,0,0,5,0,0,1,6,1
15,1,0,2,0,1,0,22,3,1,2,1,5,0,13,7,0,1,0,6,0,0,0,12,16,4,0,0,6,2,5,0,0,0,27,0,0,3,1,0,3,12,0
8,0,0,14,0,7,0,27,2,3,3,0,0,0,14,18,2,1,18,7,0,2,0,15,16,9,0,1,7,6,16,0,1,0,8,0,2,1,1,2,1,15,0
10,0,0,1,0,0,0,24,0,1,1,0,1,0,16,1,0,0,11,2,0,0,0,6,14,1,0,0,8,1,5,0,0,3,2,0,0,2,0,0,0,6,1
1,0,0,3,0,3,0,16,2,1,2,0,1,0,12,10,0,0,8,4,0,1,0,3,8,5,0,0,4,0,8,0,0,0,0,0,1,2,0,0,0,8,1
4,1,0,1,0,3,0,14,3,1,0,0,1,0,5,13,0,0,9,4,0,0,0,11,11,1,0,2,6,2,8,0,0,0,7,0,0,3,0,0,0,7,1
4,0,0,3,0,4,0,27,4,1,2,0,3,0,14,13,0,0,11,7,1,1,0,17,19,2,0,2,4,5,11,0,1,1,3,0,0,1,1,0,0,7,1
3,0,0,3,0,0,0,13,2,2,2,1,5,0,10,8,1,0,4,3,1,0,0,8,14,3,1,0,4,0,8,0,0,0,2,0,0,1,1,0,0,11,0
3,0,0,4,1,0,0,14,1,2,0,0,3,0,12,6,0,0,6,0,0,0,0,6,10,3,0,0,3,3,5,0,2,0,8,0,0,0,0,0,0,5,1
3,0,0,6,0,2,0,12,5,3,0,0,0,0,5,7,0,0,13,1,0,0,0,10,6,1,0,1,4,1,20,3,0,0,1,0,1,3,0,0,0,9,1
1,0,0,1,0,1,0,7,3,0,0,0,0,0,9,4,0,0,5,4,0,0,0,4,4,3,1,0,4,3,5,0,1,0,3,0,0,0,0,0,0,5,1
11,0,0,6,2,3,0,29,3,2,2,0,2,0,19,9,1,0,12,2,0,5,0,16,19,4,0,4,6,3,16,0,0,0,3,0,1,5,0,0,0,15,1
3,1,0,7,0,3,0,30,5,3,1,1,0,0,14,12,0,0,12,5,0,0,0,16,20,6,0,0,4,2,9,0,0,0,3,0,0,1,0,0,0,10,1
7,0,0,9,1,4,0,32,5,1,2,1,5,0,19,10,0,0,9,6,0,0,0,15,21,8,0,1,4,1,12,1,2,0,3,0,0,3,0,0,0,14,1
5,1,0,22,0,8,0,68,1,3,3,0,5,1,40,28,4,0,45,17,0,3,0,38,50,15,1,0,20,9,35,2,0,2,9,0,5,2,0,0,0,17,1
3,0,0,6,0,4,1,34,2,1,2,0,3,0,13,9,0,0,8,8,0,0,0,18,22,7,3,0,9,2,6,1,0,0,3,0,0,0,1,0,0,8,0
3,1,1,13,1,11,3,38,7,4,2,0,1,0,9,5,0,0,16,2,2,0,0,20,15,4,0,1,11,10,20,2,0,4,4,0,0,3,0,0,0,21,1
1,0,0,6,0,0,0,9,0,3,0,0,1,0,5,3,0,0,0,2,0,0,0,6,8,2,0,0,3,1,4,0,0,0,1,0,0,1,0,0,0,4,1
2,1,0,4,0,0,0,7,2,1,3,0,4,1,9,7,0,0,5,5,0,1,0,7,8,2,0,1,2,1,6,0,0,0,2,0,0,0,0,0,0,6,1
0,0,0,2,0,0,0,6,0,0,1,0,1,0,7,5,0,0,0,3,0,0,0,0,2,5,0,0,3,1,0,0,0,0,2,0,0,0,0,0,0,2,0
0,1,0,8,0,7,0,48,2,1,3,0,1,0,17,18,1,0,21,2,0,4,0,15,23,11,0,1,10,4,19,0,0,0,4,0,0,4,0,0,2,6,0
1,0,0,0,0,3,0,9,1,0,1,0,0,0,4,6,0,0,5,2,0,0,0,6,5,0,0,0,2,1,4,0,0,0,5,0,0,0,1,0,0,4,0
21,1,0,14,0,11,0,59,9,9,6,0,1,0,25,18,0,0,25,7,0,2,0,51,36,7,0,0,10,14,35,0,2,2,17,0,2,1,0,0,5,16,0
1,1,0,0,0,1,0,12,1,0,0,0,6,0,7,7,0,0,0,3,0,0,0,11,14,2,0,0,4,2,2,0,0,0,16,0,0,0,0,0,1,4,1
6,0,0,7,0,2,0,28,1,2,3,1,5,0,13,9,2,0,9,5,0,1,0,13,18,4,2,0,12,7,6,0,1,0,10,0,0,2,0,0,1,8,0
2,3,0,4,0,3,0,4,1,1,1,0,1,0,6,4,0,0,2,5,0,0,0,6,3,2,0,0,2,0,5,0,0,0,5,0,0,0,0,0,0,5,0
4,0,0,11,0,3,0,25,1,2,0,0,1,0,14,12,0,0,17,7,0,2,0,17,28,6,0,1,12,4,12,0,0,0,4,0,1,1,0,0,0,12,1
3,0,0,19,0,3,0,37,5,4,6,1,1,0,15,13,2,0,15,6,0,0,0,26,28,18,0,3,8,3,17,0,0,3,3,0,1,4,1,0,0,27,1
5,0,0,0,0,1,0,31,3,0,1,3,1,1,21,14,0,0,8,9,0,0,0,14,14,1,1,0,6,2,1,0,0,0,7,0,0,2,1,0,0,9,1
7,0,0,4,0,1,0,25,4,3,3,0,5,0,12,9,1,0,0,9,0,0,0,15,16,5,0,0,3,2,8,0,1,0,3,0,0,3,2,0,0,5,0
8,0,0,6,1,2,0,32,3,3,3,1,0,0,13,10,3,0,13,5,0,1,0,28,23,3,0,1,2,5,12,0,2,0,3,0,0,2,0,0,1,12,0
7,0,0,12,0,4,0,19,5,3,3,2,3,0,9,9,1,0,12,7,0,0,0,17,13,8,0,0,7,1,19,0,0,0,6,0,1,5,0,0,0,14,0
2,0,0,3,0,2,0,12,3,1,2,0,0,0,4,9,1,0,3,4,0,0,0,8,5,1,1,0,1,1,5,1,0,0,4,0,1,0,0,0,0,5,0
2,0,0,6,0,1,0,17,0,1,2,0,2,0,10,9,0,0,12,3,0,0,0,11,11,3,0,0,7,4,3,3,0,0,3,0,0,1,0,0,0,13,0
1,1,0,1,0,1,1,18,1,1,3,0,2,0,4,5,0,0,2,1,0,0,0,8,6,0,0,0,3,2,0,1,0,3,2,0,0,1,0,0,0,3,0
0,0,0,1,0,0,0,6,1,0,0,0,1,0,5,4,0,0,1,0,0,0,0,2,3,1,0,0,5,1,1,0,0,0,2,0,0,0,0,0,0,2,1
1,0,0,3,0,3,0,11,2,3,0,0,0,1,6,5,0,0,9,4,0,0,0,7,7,3,0,0,6,2,11,0,0,0,4,0,0,1,0,0,0,8,0
9,1,0,5,0,0,2,20,1,2,2,0,3,0,8,3,0,0,13,7,1,1,0,12,15,3,0,2,8,2,16,0,0,3,7,0,0,4,0,0,0,11,1
5,0,0,2,0,4,0,17,0,1,1,1,1,0,9,6,0,0,9,3,0,0,0,9,12,0,0,0,7,0,5,0,0,0,4,0,1,3,0,0,0,6,0
11,0,0,11,1,4,0,36,3,2,3,0,4,0,13,14,1,0,15,3,0,1,0,24,20,9,0,1,4,5,21,2,1,2,6,0,2,4,0,0,0,20,1
7,0,0,1,0,5,0,20,2,2,0,0,0,0,5,9,0,0,11,3,0,1,0,12,14,1,0,0,1,1,10,0,1,0,2,0,1,0,1,0,0,8,0
4,0,0,6,0,5,0,13,2,2,8,0,1,0,9,8,0,0,8,5,1,1,0,9,9,4,0,0,6,1,8,0,0,0,0,0,2,1,0,0,0,9,0
7,1,0,6,0,6,0,22,1,2,3,0,0,0,11,11,2,0,15,5,0,1,0,20,11,4,1,0,3,8,9,0,1,2,7,0,1,1,0,0,1,11,0
5,0,0,1,0,1,0,5,0,1,0,0,0,0,6,5,0,0,4,4,0,0,0,5,6,4,0,0,2,2,3,0,0,0,2,0,0,0,0,0,0,5,1
8,0,0,3,0,5,0,24,0,2,1,0,2,0,9,6,0,0,8,3,0,1,0,13,13,1,0,0,2,5,8,0,0,0,3,0,2,1,0,0,0,4,0
8,0,0,8,0,4,0,23,3,2,5,1,5,0,17,14,0,0,18,11,0,0,0,26,20,5,0,0,6,5,25,0,0,0,1,0,2,3,0,0,0,19,0
1,0,0,1,0,0,0,13,0,0,1,0,2,0,7,5,0,0,9,0,0,0,0,7,8,0,0,0,5,2,7,1,1,0,2,0,1,1,0,0,0,5,1
10,1,0,3,0,1,0,28,3,2,3,1,2,0,17,7,1,0,2,3,4,0,0,23,17,1,0,1,5,4,5,0,0,1,9,0,1,5,0,0,0,8,1
5,0,0,3,0,0,1,6,0,2,0,0,2,0,9,5,1,0,2,3,0,0,0,3,6,1,0,0,2,0,2,0,0,0,4,0,0,1,0,0,0,10,0
7,0,0,6,1,1,0,21,1,2,1,0,2,0,15,6,0,0,9,7,0,0,0,12,16,3,0,3,7,3,6,0,2,0,1,0,1,2,0,0,0,12,1
1,0,0,3,0,3,0,22,1,0,0,0,0,0,8,5,0,0,11,4,0,0,0,14,10,2,0,0,3,1,6,0,0,0,13,0,0,0,0,0,1,11,1
6,0,0,6,0,6,0,44,2,4,3,1,2,0,20,17,0,0,34,1,0,3,0,34,36,5,0,6,10,3,25,0,0,2,3,0,1,0,0,0,0,18,0
8,1,0,4,0,3,0,29,4,1,4,1,2,0,16,10,0,0,14,3,0,1,0,13,20,4,0,2,9,2,9,0,0,0,12,0,2,2,1,0,0,15,0
1,0,0,6,0,0,0,21,2,2,2,1,1,0,8,8,1,0,2,5,2,1,0,11,5,5,0,1,4,0,3,0,0,0,3,0,0,6,0,1,0,6,1
2,0,0,12,0,8,1,34,1,3,0,0,1,0,10,13,1,0,25,6,0,0,0,22,19,6,1,0,8,3,22,0,0,1,6,0,1,0,0,0,1,13,0
4,0,0,0,0,2,0,12,0,0,0,0,1,0,7,6,0,0,5,6,3,0,0,15,10,0,0,0,4,0,2,0,0,0,15,0,0,7,0,0,0,5,1
6,0,0,2,0,2,0,17,1,1,0,0,0,0,8,3,0,0,4,6,0,0,0,7,10,2,1,0,5,0,5,0,0,0,0,0,2,2,0,0,0,5,1
3,1,0,3,0,5,0,18,2,1,3,0,0,0,7,8,1,0,10,1,0,2,0,14,11,2,0,0,7,2,15,0,0,0,1,0,2,1,0,0,0,16,0
2,0,0,2,0,4,0,18,1,2,3,0,0,0,6,5,0,0,8,4,0,1,0,18,12,2,1,0,5,4,7,0,0,0,6,0,0,0,0,0,0,3,0
5,0,0,8,0,2,0,18,2,3,5,0,4,1,9,7,1,0,4,2,0,1,0,17,13,5,1,0,3,3,9,0,0,0,11,0,0,2,0,0,0,12,0
1,0,0,6,0,2,0,13,0,0,2,0,1,0,9,5,0,0,14,4,0,0,0,12,11,4,0,0,6,4,16,0,0,0,0,0,2,0,0,0,0,9,0
3,0,0,4,0,1,0,11,1,1,2,0,0,0,6,5,1,0,2,5,0,0,0,8,10,4,1,0,2,0,3,1,0,0,5,0,0,0,0,0,0,3,0
3,0,0,6,0,3,0,23,1,3,1,0,2,0,13,13,2,0,15,1,0,0,0,11,14,8,0,1,8,3,13,2,0,0,6,0,1,0,0,0,0,10,1
2,1,0,3,0,4,0,12,3,2,0,0,2,0,6,6,0,0,1,0,0,0,0,4,5,2,0,0,2,0,5,0,0,0,1,0,0,0,0,0,0,1,0
0,0,0,3,0,0,0,6,1,2,2,0,0,0,4,6,1,0,6,4,0,0,0,7,8,1,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,6,0
1,0,0,3,0,0,0,20,2,2,1,0,1,0,8,8,0,2,7,1,0,0,0,10,16,3,0,0,5,1,6,1,0,0,7,0,0,0,0,0,0,10,1
5,0,0,2,0,5,0,25,0,0,1,0,0,0,6,1,0,0,9,4,0,0,0,10,13,3,0,0,3,2,4,0,0,0,0,0,1,2,0,0,0,4,1
5,0,0,7,0,2,0,12,2,1,0,1,1,0,7,8,0,0,9,5,0,1,0,7,13,4,0,0,3,2,10,0,1,0,4,0,1,1,0,0,0,11,0
5,0,0,8,0,2,0,29,4,1,0,1,3,0,8,8,1,0,9,10,1,1,0,15,12,7,4,0,8,4,10,1,1,0,9,0,1,2,0,0,2,11,1
1,0,0,4,0,1,0,25,0,0,0,0,0,0,6,7,0,0,9,3,0,0,0,7,10,2,0,0,6,0,2,0,1,0,0,0,0,1,0,1,1,2,1
2,0,0,4,0,3,0,10,0,1,0,0,0,0,7,6,0,0,6,0,0,1,0,5,9,3,0,0,1,0,5,0,0,0,3,0,0,0,0,0,0,4,0
5,0,0,9,0,6,0,50,3,1,1,0,5,0,18,18,1,0,21,6,0,0,0,27,30,3,0,0,6,3,12,1,2,0,2,0,0,5,0,0,0,12,1
0,0,0,1,0,0,0,7,0,0,0,0,0,0,7,5,0,0,8,3,0,0,0,6,9,1,0,0,3,0,4,0,0,0,1,0,0,1,0,0,0,5,1
6,0,0,10,0,4,0,24,3,2,5,0,0,0,12,12,0,0,17,8,0,3,0,11,12,6,0,0,10,9,9,0,1,0,8,0,1,1,0,0,0,23,1
6,0,0,0,0,2,0,15,2,0,1,0,8,0,13,7,1,0,0,4,0,0,0,7,13,2,0,0,6,1,1,0,0,1,6,0,1,2,0,0,0,5,1
2,0,0,1,0,2,0,24,2,0,2,0,3,0,5,7,0,0,6,2,0,1,0,4,12,2,0,0,6,0,4,0,0,0,5,0,0,1,1,0,0,2,1
2,0,0,1,0,1,0,17,6,0,2,0,3,0,10,5,0,0,1,7,0,1,0,11,7,2,0,1,3,0,3,1,1,0,1,0,1,1,0,0,0,2,0
7,0,0,1,0,3,0,21,0,1,0,0,0,0,11,9,0,0,12,3,0,0,0,7,11,2,0,0,7,1,7,0,0,0,5,0,0,1,0,0,0,3,1
1,0,0,4,0,2,0,14,5,2,1,0,0,0,8,14,0,0,7,3,0,0,0,9,10,2,0,0,3,3,9,0,0,0,4,0,2,0,0,0,0,7,0
0,0,0,1,0,0,0,6,0,1,0,0,2,0,8,5,0,0,0,0,0,0,0,2,2,0,0,0,2,0,1,0,0,0,2,0,0,0,0,0,0,3,0
8,0,0,13,1,6,0,43,6,3,1,0,0,0,12,13,1,0,23,7,0,2,0,22,24,10,0,1,8,4,20,0,1,0,4,0,2,6,0,2,0,23,0
3,0,0,5,0,3,0,16,5,1,1,0,3,1,9,8,0,0,0,3,0,0,0,9,11,2,0,0,3,0,4,0,1,0,8,0,0,0,0,0,0,8,0
1,1,0,3,0,3,0,15,0,1,1,1,0,0,6,0,0,0,8,4,0,1,0,7,9,2,0,10,8,0,7,0,1,2,0,0,1,3,0,0,0,9,1
5,0,0,2,0,1,0,20,0,1,0,0,1,0,6,8,0,0,10,5,0,2,0,17,15,2,0,0,1,4,7,0,2,1,5,0,0,0,0,0,0,4,1
3,2,0,5,1,2,0,20,1,0,1,1,1,0,12,9,0,0,15,12,0,1,0,21,19,4,0,0,3,0,8,0,1,0,2,0,0,1,0,0,1,10,0
2,0,0,4,0,1,0,7,6,2,0,1,3,0,5,8,0,0,2,3,0,0,0,6,6,2,0,0,3,4,11,0,0,0,1,0,0,2,0,0,0,9,0
2,0,0,1,0,0,0,12,5,0,0,0,1,0,7,2,0,0,0,2,0,1,0,7,5,0,0,0,4,0,4,0,0,0,5,0,0,1,0,0,0,0,1
7,0,0,1,0,2,0,18,5,0,1,0,2,0,15,9,0,0,8,5,1,3,0,9,10,3,0,0,5,2,8,0,0,0,5,1,1,1,0,0,1,9,0
1,0,0,3,0,3,0,32,2,2,3,0,2,0,12,11,0,0,7,6,0,1,0,23,21,3,0,0,9,1,6,0,0,0,12,0,0,1,1,0,0,6,0
4,0,0,9,0,1,0,23,2,2,2,1,1,0,12,8,0,0,16,12,0,0,0,15,20,8,1,0,8,4,11,1,1,0,2,0,2,5,1,0,0,12,1
1,0,0,4,0,0,0,8,3,1,1,0,2,0,7,8,1,0,10,6,0,1,0,6,5,3,0,0,4,2,15,0,0,0,6,0,0,1,0,0,0,7,1
10,0,0,11,0,2,0,29,7,2,6,1,1,0,19,21,0,0,12,5,0,1,0,13,16,6,0,2,10,5,18,1,1,2,3,0,2,6,1,0,0,10,1
11,0,0,4,0,1,0,26,7,3,2,0,10,0,20,14,1,1,3,8,2,1,0,17,23,4,0,2,8,3,8,2,3,2,12,0,2,8,0,2,0,18,1
22,2,0,11,1,5,0,72,3,4,8,1,6,0,44,25,1,0,38,13,1,3,0,44,54,7,1,4,15,4,26,1,0,0,5,0,2,6,1,0,0,30,0
1,0,0,0,0,0,0,7,0,0,0,0,5,0,3,2,1,0,0,0,0,0,0,2,5,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,3,1
5,0,0,5,0,0,0,6,3,1,0,0,2,0,6,9,0,0,3,3,0,0,0,2,5,5,0,0,1,1,5,0,0,1,9,0,0,0,0,0,0,8,0
3,0,0,5,0,2,0,14,2,0,3,0,3,0,13,9,0,1,10,3,0,2,0,8,5,3,0,1,8,7,1,0,0,3,8,0,0,1,0,0,0,17,1
1,0,0,8,0,5,0,10,1,3,0,0,0,0,7,9,0,0,10,4,0,0,0,8,11,3,0,0,10,1,13,1,0,0,7,0,0,1,0,0,1,10,0
9,0,0,5,3,4,0,33,6,2,2,0,7,2,31,10,0,1,2,9,1,0,0,21,23,1,0,0,8,4,9,0,1,0,11,0,1,2,0,0,1,10,0
2,0,0,5,0,1,0,33,7,0,3,1,0,0,11,6,0,0,11,4,0,1,0,19,21,3,0,3,8,4,15,0,0,4,7,0,1,1,0,0,1,11,1
7,0,0,2,1,2,0,19,2,1,1,0,3,0,13,8,1,0,6,2,0,0,0,8,10,1,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,8,1
0,0,0,4,0,2,0,17,0,1,1,1,0,0,4,8,0,0,7,5,0,1,0,10,8,3,0,0,6,0,5,0,0,0,6,0,0,3,0,0,1,9,1
6,0,0,4,0,2,0,18,0,4,1,0,0,0,13,11,1,0,14,2,1,0,0,12,14,1,0,0,4,2,8,0,0,0,5,0,0,4,0,0,0,15,1
1,1,0,1,1,2,0,13,2,1,2,0,2,1,10,6,0,0,4,3,0,1,0,10,10,1,0,0,4,3,5,0,0,0,3,0,0,0,0,0,0,8,0
7,0,0,6,0,4,0,24,0,2,1,1,0,0,9,7,0,0,10,2,0,1,0,16,15,4,0,0,3,3,9,0,0,0,5,1,0,2,0,0,0,14,0
1,1,0,7,0,3,0,20,6,3,1,0,2,0,10,10,1,0,7,7,0,0,0,19,21,4,0,1,4,7,11,0,1,0,8,0,2,1,0,0,2,8,1
0,0,0,1,0,0,0,12,0,1,1,0,1,0,12,5,0,0,10,3,0,0,0,12,13,0,0,2,5,3,4,0,0,0,2,0,0,0,0,0,0,6,1
11,0,0,8,0,5,0,21,11,4,2,0,5,0,4,11,0,0,1,7,0,1,0,12,16,5,1,1,6,3,19,1,0,0,7,0,2,1,0,0,0,11,1
3,0,0,9,1,3,0,22,4,1,0,2,3,0,9,8,3,1,17,2,0,1,0,13,21,7,0,0,8,6,14,0,0,0,3,0,2,1,0,0,0,16,0
3,0,0,0,0,0,0,4,1,0,0,0,2,0,4,6,0,0,2,2,2,0,0,6,2,1,0,0,2,1,2,0,0,0,8,0,0,4,0,0,0,2,1
7,0,1,6,1,0,0,11,5,2,2,0,2,0,10,7,0,0,2,5,0,0,0,8,8,3,0,0,4,1,9,0,0,0,6,0,1,3,0,0,0,9,1
3,0,0,9,0,1,0,19,3,1,3,0,5,0,6,15,3,0,4,5,0,0,0,12,12,6,0,5,2,4,8,2,1,0,9,0,1,3,0,0,0,11,1
10,3,0,4,0,2,0,28,5,2,3,1,7,1,22,10,0,0,6,8,0,1,0,12,24,2,0,1,10,4,11,0,0,0,4,0,0,0,1,0,0,7,1
1,1,0,2,0,0,0,16,1,1,4,1,8,0,4,5,0,0,0,1,0,1,0,10,13,4,0,0,4,0,3,0,0,0,1,0,0,1,0,0,0,2,1
7,0,0,10,0,5,0,27,5,4,5,0,1,0,20,12,0,1,9,7,0,0,0,21,17,5,0,0,7,2,17,3,0,0,12,0,1,0,0,0,0,17,0
3,0,0,2,1,1,0,8,2,0,1,2,2,0,6,3,0,0,3,1,0,0,0,1,8,2,0,0,4,1,2,0,0,0,2,0,0,0,0,0,0,7,0
8,0,0,6,0,2,0,28,5,1,1,3,4,0,12,10,1,0,15,5,0,1,0,17,22,3,0,1,8,3,17,1,1,1,5,0,0,3,0,0,0,12,1
6,0,0,3,0,1,0,21,0,1,1,0,4,0,10,9,0,0,9,5,1,0,0,17,15,3,0,0,7,3,7,0,0,0,9,0,0,4,0,0,0,4,1
2,0,0,2,0,0,0,12,0,1,1,0,0,0,9,6,0,0,7,2,0,0,0,6,8,1,1,0,5,0,3,0,0,0,0,0,0,0,0,0,0,7,1
11,0,0,9,0,5,0,24,9,3,0,0,5,0,9,12,1,0,9,8,0,0,0,13,18,7,0,0,7,10,19,0,0,0,2,0,2,1,1,0,0,15,0
4,0,0,5,0,0,0,25,3,2,1,1,6,0,11,6,1,0,0,6,0,0,0,13,14,3,0,2,4,1,5,0,0,0,3,1,1,3,0,0,0,6,1
3,0,0,1,2,4,0,13,3,0,2,0,0,0,6,5,0,0,2,0,0,0,0,10,7,2,0,0,1,3,5,0,0,0,2,0,0,0,0,0,0,3,0
3,1,0,3,0,3,0,22,3,0,1,0,0,0,13,12,0,0,19,5,0,0,0,8,18,5,1,1,5,6,11,0,1,0,1,0,3,2,0,0,1,12,1
13,0,0,12,0,1,0,40,1,2,4,0,3,0,16,15,0,0,33,11,1,4,0,17,31,5,0,0,16,4,17,0,0,0,3,0,0,3,0,0,1,22,1
3,0,0,2,0,2,0,12,0,1,2,1,1,0,3,5,1,0,8,1,0,0,0,10,8,1,0,0,3,0,7,0,0,0,5,0,0,0,0,0,0,8,0
6,0,0,4,0,0,0,10,3,1,1,0,0,0,13,3,0,0,3,5,0,0,0,8,6,2,0,0,4,4,2,0,1,0,12,0,1,0,0,0,1,5,1
4,0,0,3,0,1,0,9,1,2,0,0,1,0,4,3,0,0,3,1,0,1,0,5,8,1,0,0,1,0,2,1,0,0,3,0,0,1,0,0,0,4,1
13,0,0,3,0,2,0,29,2,2,3,1,4,0,15,7,0,0,16,6,0,2,0,18,19,4,1,0,8,3,15,0,2,0,15,1,2,1,0,0,0,9,1
0,4,0,3,0,3,0,29,8,0,3,1,4,0,18,11,1,0,13,8,1,0,0,19,25,5,0,1,7,7,17,1,0,0,8,0,1,7,0,0,0,18,1
2,1,0,2,0,2,0,17,1,1,2,2,3,0,6,8,0,0,8,5,0,0,0,12,14,1,0,0,5,1,6,1,0,0,6,0,0,2,0,0,0,5,1
6,1,0,3,0,1,0,26,0,1,0,0,0,0,6,10,0,0,14,1,3,0,0,17,17,1,0,0,3,3,16,0,1,0,1,0,1,6,0,0,0,5,1
1,1,0,5,0,3,0,23,1,3,2,0,2,0,8,6,2,0,6,4,0,1,0,12,17,4,1,0,6,1,7,0,0,0,1,0,0,4,0,0,0,4,0
11,0,0,8,0,5,0,34,6,3,3,1,8,0,11,8,1,0,3,5,0,0,0,16,20,4,0,0,6,2,9,1,0,0,7,1,1,1,0,0,1,12,0
9,0,0,5,0,1,0,14,7,3,1,2,2,0,14,8,0,0,5,3,0,2,0,9,11,1,0,1,9,0,9,0,1,0,10,0,0,0,0,0,1,16,0
10,0,0,3,0,1,0,17,2,2,4,1,1,0,14,9,0,0,13,10,0,2,0,16,18,1,0,0,6,2,10,0,1,0,9,0,1,0,1,0,0,7,0
6,0,0,4,0,3,0,12,2,1,2,0,2,0,8,6,0,0,6,5,0,1,0,11,10,4,1,0,5,1,8,0,0,0,7,0,1,1,0,0,1,6,1
3,0,0,1,0,0,0,23,0,1,1,0,0,0,12,11,0,0,10,3,0,0,0,12,14,2,0,0,10,1,7,0,0,0,4,0,0,1,0,0,0,8,1
0,0,0,4,0,2,0,26,0,1,1,0,0,0,6,9,0,0,19,2,0,1,0,15,16,4,0,0,6,3,12,0,0,0,5,0,0,2,0,1,0,14,0
1,0,0,3,0,1,0,17,2,2,3,1,5,0,10,7,0,0,2,6,0,0,0,12,15,3,0,0,8,2,4,0,0,2,5,0,0,0,0,0,1,8,0
2,1,0,4,0,5,0,25,1,1,2,0,0,0,14,8,0,0,16,1,0,3,0,18,15,5,0,0,6,2,10,2,1,0,5,0,1,0,0,0,0,9,0
3,0,0,3,0,2,0,14,2,0,2,0,0,0,13,7,0,0,6,4,0,0,0,8,10,1,0,0,7,0,4,0,0,0,5,0,0,0,0,0,0,5,0
5,0,0,0,0,3,0,22,0,0,0,0,0,0,11,10,0,0,9,3,0,0,0,5,12,2,0,1,6,2,2,0,0,0,5,0,0,1,0,2,0,4,1
1,0,0,1,0,1,0,16,0,1,1,0,0,0,8,8,0,0,7,2,0,0,0,3,13,0,0,0,4,1,3,0,0,0,1,0,0,0,0,0,0,4,1
17,1,0,15,0,9,0,56,10,5,4,3,1,0,35,22,0,0,32,20,0,1,0,42,46,15,0,1,16,9,32,1,2,0,30,0,3,5,0,0,4,32,0
1,0,0,7,0,4,0,20,0,2,0,0,0,0,9,8,0,0,15,1,0,0,0,12,12,2,0,0,8,0,9,0,1,0,12,0,0,1,0,0,0,7,0
10,0,0,14,1,4,0,68,13,3,8,0,7,0,30,18,3,0,23,19,1,2,0,45,47,13,2,1,15,2,35,0,2,2,13,0,5,3,0,0,1,16,1
2,0,0,6,0,1,0,30,7,2,5,2,3,0,16,10,1,0,14,15,0,5,0,23,27,3,0,1,11,11,9,0,0,0,1,0,1,4,0,0,0,17,1
2,1,0,4,0,0,0,13,2,2,1,1,1,0,12,8,0,0,4,3,2,0,0,13,8,1,0,1,4,0,5,1,0,2,10,0,0,2,0,0,1,10,1
1,0,0,9,0,1,0,29,6,3,2,3,9,0,15,11,1,0,4,7,0,3,0,19,23,7,0,0,8,0,13,0,0,0,3,0,2,1,0,0,0,14,1
5,0,0,3,0,3,0,12,0,3,1,0,1,0,6,6,0,0,6,2,0,0,0,9,7,0,0,0,3,2,7,0,0,0,6,0,1,1,0,0,0,7,0
4,0,0,3,0,5,0,18,0,0,2,2,0,0,10,7,0,0,16,5,0,0,0,17,11,4,0,0,4,2,12,1,1,0,5,0,2,3,0,0,0,10,0
3,1,0,9,0,0,0,30,0,3,1,0,0,0,12,8,1,0,16,2,2,2,0,19,28,3,0,0,5,8,7,0,1,0,3,0,0,2,0,0,1,12,1
12,1,0,10,0,0,0,36,3,1,5,0,2,0,10,12,0,0,20,8,2,2,0,27,22,7,0,3,10,4,23,0,1,0,3,0,3,6,0,0,0,15,1
6,1,0,8,1,5,0,25,5,2,2,0,0,0,11,10,0,0,12,7,0,0,0,25,14,6,0,1,5,1,18,0,0,0,16,0,0,3,0,0,0,7,0
2,0,0,0,0,2,0,12,0,0,0,0,2,1,14,6,0,0,7,4,0,0,0,4,6,1,0,0,7,0,5,0,0,0,3,0,2,1,0,0,0,3,0
4,0,0,4,0,0,0,17,2,1,0,0,1,0,6,5,1,0,1,1,0,1,0,8,13,2,0,0,3,3,4,0,0,0,2,0,0,0,1,0,2,8,1
8,0,0,6,1,1,0,25,1,3,1,0,2,0,12,8,0,0,9,7,1,1,0,11,13,2,0,1,8,5,7,0,0,0,5,0,2,1,0,0,2,12,0
6,0,0,4,0,4,0,26,2,1,3,0,0,0,14,7,0,0,11,2,0,0,0,20,16,4,1,1,5,2,11,1,0,0,8,0,1,0,1,0,1,5,0
18,3,0,11,0,8,0,38,4,6,2,1,7,1,28,11,2,0,21,12,0,0,0,32,29,3,1,4,18,4,27,1,1,0,6,0,1,1,0,0,0,21,0
