",",JJS,#,VB,RBR,PRP$,LS,NN,VBP,MD,VBG,EX,VBZ,RBS,JJ,.,JJR,NNPS,VBD,NNS,$,RP,``,IN,DT,TO,'',:,CC,VBN,PRP,WP,WDT,FW,NNP,UH,WRB,CD,PDT,SYM,POS,RB,WC,Analytic,Clout,Authentic,Tone,WPS,BigWords,Dic,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,det,article,number,prep,auxverb,adverb,conj,negate,verb,adj,quantity,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Social,socbehav,prosocial,polite,conflict,moral,comm,socrefs,family,friend,female,male,Culture,politic,ethnicity,tech,Lifestyle,leisure,home,work,money,relig,Physical,health,illness,wellness,mental,substances,sexual,food,death,need,want,acquire,lack,fulfill,fatigue,reward,risk,curiosity,allure,Perception,attention,motion,space,visual,auditory,feeling,time,focuspast,focuspresent,focusfuture,Conversation,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP,label
0,0,0,3,0,3,0,13,0,1,0,0,3,0,4,3,0,0,5,2,0,0,0,8,5,2,1,0,3,1,8,0,1,0,2,0,0,2,0,0,0,5,70,35.59,95.38,33.12,99.0,23.33,22.86,85.71,68.57,58.57,18.57,11.43,2.86,8.57,0.0,0.0,0.0,7.14,17.14,7.14,4.29,11.43,5.71,8.57,7.14,0.0,12.86,4.29,4.29,12.86,12.86,0.0,0.0,14.29,0.0,14.29,4.29,0.0,1.43,0.0,2.86,4.29,0.0,8.57,8.57,0.0,5.71,5.71,0.0,0.0,0.0,0.0,0.0,12.86,1.43,1.43,0.0,0.0,0.0,0.0,11.43,1.43,0.0,0.0,1.43,0.0,0.0,0.0,0.0,2.86,1.43,0.0,1.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,5.71,1.43,1.43,1.43,1.43,0.0,1.43,2.86,7.14,1.43,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4.29,0.0,0.0,0.0,4.29,1.43,0
5,1,0,5,0,3,0,12,3,2,1,0,2,0,10,5,0,0,10,6,0,1,0,16,10,3,0,0,5,6,14,0,0,0,6,0,1,1,0,0,0,6,122,29.22,35.37,96.14,44.83,24.4,16.39,93.44,77.87,61.48,16.39,11.48,8.2,0.82,1.64,0.0,0.82,4.92,14.75,5.74,1.64,13.11,7.38,6.56,11.48,0.82,17.21,8.2,4.92,4.1,2.46,1.64,0.0,17.21,1.64,15.57,1.64,0.0,2.46,6.56,1.64,6.56,0.0,6.56,4.1,2.46,4.92,2.46,2.46,0.82,1.64,0.0,0.0,15.57,3.28,1.64,0.0,0.82,0.0,0.0,12.3,4.92,0.82,0.0,0.0,0.0,0.0,0.0,0.0,3.28,0.82,0.82,0.82,0.82,0.0,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.84,9.84,1.64,1.64,6.56,0.0,0.0,0.0,5.74,9.84,1.64,0.82,0.0,0.0,0.0,0.0,0.0,9.84,4.1,4.1,0.0,0.0,0.0,1.64,0
4,0,0,4,1,4,0,25,1,1,1,0,0,0,11,9,0,0,20,8,0,0,0,15,20,8,0,0,6,3,17,0,0,0,0,0,2,3,0,0,0,9,159,70.56,99.0,89.91,13.49,17.67,15.72,92.45,77.36,58.49,13.84,11.95,1.26,10.06,0.0,0.0,0.63,1.89,16.35,11.95,1.26,13.84,6.92,6.92,7.55,0.0,16.98,4.4,6.92,11.32,10.06,1.26,0.0,10.69,1.26,9.43,1.89,1.26,0.63,3.14,1.26,3.14,0.0,1.89,0.63,1.26,0.63,0.0,0.63,0.0,0.0,0.0,0.0,15.72,2.52,0.0,0.0,0.0,0.63,0.63,13.21,0.0,0.63,0.0,0.0,1.26,0.0,0.0,1.26,7.55,0.0,3.14,1.89,2.52,0.0,1.26,0.63,0.63,0.0,0.0,0.0,0.0,0.63,0.0,0.0,0.0,1.89,0.0,0.63,0.0,0.0,0.0,0.0,3.77,15.72,1.26,2.52,11.32,0.0,0.63,0.0,5.66,11.95,0.63,0.63,0.0,0.0,0.0,0.0,0.0,8.18,5.66,2.52,0.0,0.0,0.0,0.0,1
7,0,0,7,0,2,0,15,4,3,0,0,0,0,7,5,1,0,5,1,0,0,0,7,9,4,0,2,1,0,6,1,1,0,6,0,1,1,0,0,0,4,86,70.9,53.95,91.21,74.64,14.33,12.79,94.19,70.93,55.81,11.63,9.3,2.33,3.49,3.49,0.0,0.0,2.33,13.95,10.47,2.33,12.79,12.79,2.33,1.16,4.65,20.93,6.98,0.0,5.81,3.49,2.33,0.0,16.28,3.49,12.79,2.33,1.16,3.49,0.0,0.0,5.81,0.0,5.81,4.65,1.16,1.16,1.16,0.0,0.0,0.0,0.0,0.0,10.47,2.33,0.0,0.0,0.0,0.0,1.16,8.14,0.0,0.0,0.0,1.16,0.0,0.0,0.0,0.0,3.49,0.0,1.16,2.33,0.0,0.0,1.16,1.16,1.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.14,19.77,0.0,2.33,16.28,1.16,2.33,0.0,0.0,5.81,4.65,1.16,1.16,0.0,1.16,0.0,0.0,24.42,16.28,6.98,1.16,0.0,0.0,0.0,1
4,0,0,6,0,3,0,19,0,1,0,0,0,0,10,6,0,0,14,4,0,0,0,13,15,6,0,0,5,6,12,0,0,0,2,0,2,0,0,0,0,11,127,54.82,49.43,76.2,3.26,21.17,14.17,87.4,71.65,60.63,12.6,9.45,3.94,5.51,0.0,0.0,0.0,3.15,14.96,9.45,0.0,14.17,10.24,7.09,6.3,2.36,18.11,3.15,3.94,7.09,6.3,0.0,0.79,9.45,1.57,7.87,0.79,0.79,1.57,0.79,0.0,3.94,0.0,3.94,0.79,3.15,1.57,0.0,1.57,0.0,0.0,1.57,0.0,7.87,1.57,0.0,0.79,0.0,0.0,0.79,6.3,0.79,0.0,0.0,0.79,0.0,0.0,0.0,0.0,4.72,0.0,3.94,0.79,0.0,0.0,2.36,1.57,0.0,0.0,0.0,0.79,0.0,0.0,0.0,1.57,0.0,2.36,0.0,0.79,0.0,0.0,0.0,0.0,5.51,11.02,0.79,1.57,8.66,0.79,0.0,0.0,4.72,11.81,0.79,0.79,0.0,0.0,0.0,0.0,0.0,9.45,4.72,3.15,0.0,0.0,1.57,0.0,0
1,0,0,1,0,2,0,12,0,1,1,1,1,0,4,6,0,0,7,1,0,0,0,6,6,1,0,0,1,1,7,0,1,0,0,0,1,0,0,0,0,2,57,27.21,60.92,96.42,92.27,9.5,22.81,87.72,66.67,56.14,22.81,12.28,7.02,3.51,1.75,0.0,0.0,10.53,15.79,5.26,0.0,10.53,7.02,5.26,3.51,1.75,12.28,5.26,0.0,14.04,12.28,0.0,1.75,10.53,0.0,10.53,5.26,3.51,1.75,0.0,0.0,1.75,0.0,8.77,7.02,1.75,3.51,3.51,0.0,0.0,0.0,0.0,0.0,17.54,8.77,3.51,1.75,1.75,0.0,1.75,8.77,3.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.26,1.75,3.51,0.0,0.0,0.0,5.26,0.0,0.0,0.0,0.0,0.0,0.0,3.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.51,10.53,0.0,3.51,7.02,0.0,0.0,0.0,5.26,10.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.28,5.26,1.75,0.0,5.26,0.0,0.0,0
3,0,0,9,0,3,0,12,1,4,2,0,1,0,7,5,0,0,6,1,0,0,0,10,13,3,0,0,3,3,13,0,0,0,6,0,1,0,0,0,0,7,104,28.53,99.0,51.08,10.65,20.8,14.42,90.38,75.96,61.54,17.31,15.38,0.0,9.62,0.96,0.96,3.85,1.92,16.35,11.54,0.0,9.62,11.54,5.77,6.73,3.85,21.15,5.77,0.96,12.5,9.62,0.0,2.88,15.38,0.0,13.46,0.96,0.0,2.88,1.92,0.0,7.69,0.0,6.73,2.88,3.85,1.92,0.96,0.96,0.0,0.0,0.0,0.0,23.08,3.85,0.96,0.0,0.0,0.0,2.88,19.23,0.0,0.0,0.96,1.92,0.0,0.0,0.0,0.0,4.81,0.0,1.92,2.88,0.96,0.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.0,8.65,8.65,0.0,1.92,7.69,0.0,0.0,0.0,3.85,6.73,0.96,0.96,0.0,0.0,0.0,0.0,0.0,9.62,3.85,2.88,0.0,0.96,0.96,0.96,1
2,0,0,13,0,7,0,45,0,4,3,0,0,0,9,14,0,0,25,17,0,4,0,32,32,16,1,0,9,6,28,0,2,0,1,0,4,6,0,0,0,19,282,70.19,99.0,52.32,24.77,20.14,19.86,92.55,72.34,61.7,15.96,11.7,0.71,8.51,0.0,0.71,1.77,4.26,15.96,9.22,2.13,17.73,6.03,5.67,7.09,1.77,13.12,3.55,3.19,11.35,9.22,0.35,1.77,7.8,1.06,6.74,0.0,1.77,1.06,1.42,0.0,2.13,0.0,2.48,1.42,1.06,0.35,0.0,0.35,0.0,0.0,0.35,0.0,19.86,4.26,1.77,0.71,0.35,0.0,1.77,15.6,1.77,0.0,0.71,0.35,0.0,0.0,0.0,0.0,6.74,1.06,1.77,2.48,1.42,0.0,1.06,0.0,0.0,0.0,0.0,0.0,0.0,1.06,0.0,0.71,0.0,1.06,0.0,0.35,0.0,0.35,0.0,0.0,3.9,10.99,0.35,3.19,8.16,0.0,0.0,0.0,6.03,9.93,0.0,0.71,0.0,0.0,0.0,0.0,0.0,6.38,4.96,0.71,0.0,0.0,0.71,0.0,1
5,0,0,4,0,1,0,19,1,1,1,1,3,0,10,11,0,0,9,3,0,0,0,8,10,5,0,1,2,1,13,0,0,0,4,0,1,0,0,0,0,10,107,35.4,98.84,47.36,77.95,9.73,19.63,85.98,75.7,57.94,14.95,11.21,0.0,8.41,0.93,0.0,1.87,3.74,12.15,7.48,0.0,13.08,8.41,8.41,9.35,0.93,15.89,8.41,5.61,12.15,11.21,0.0,0.93,8.41,0.93,7.48,0.0,1.87,1.87,1.87,0.93,2.8,0.0,4.67,3.74,0.0,3.74,2.8,0.0,0.0,0.0,0.0,0.0,14.95,3.74,0.93,0.93,0.0,0.0,0.93,11.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.67,0.93,1.87,0.0,1.87,0.0,1.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.61,13.08,0.93,2.8,8.41,0.93,0.93,0.0,5.61,5.61,3.74,0.0,0.93,0.0,0.93,0.0,0.0,18.69,9.35,4.67,0.0,0.93,0.0,3.74,1
4,0,0,14,0,3,0,41,0,2,7,1,0,0,13,28,0,0,23,12,1,4,0,28,28,12,0,0,8,5,21,1,0,0,3,0,1,5,0,0,0,5,237,91.16,55.15,47.11,20.23,14.81,18.14,90.3,69.2,54.01,12.24,8.86,4.22,2.11,0.0,0.84,1.27,3.38,14.77,8.44,2.11,18.57,4.64,2.95,4.64,1.27,16.88,3.8,4.22,3.8,2.11,0.0,1.69,8.02,1.69,6.33,0.0,1.69,0.42,1.69,0.42,2.11,0.0,4.22,2.11,2.11,0.42,0.0,0.42,0.0,0.0,0.0,0.0,13.5,5.91,0.84,0.84,0.84,0.0,2.95,8.02,0.0,0.42,1.27,0.0,0.0,0.0,0.0,0.0,6.75,0.42,2.53,2.95,0.84,0.0,2.53,0.0,0.0,0.0,0.0,1.27,0.0,2.53,0.0,1.69,0.0,3.8,0.42,1.69,0.0,0.42,0.84,0.0,9.28,12.24,0.84,0.84,8.86,1.27,0.84,0.0,2.95,10.97,0.42,0.42,0.0,0.0,0.0,0.0,0.0,13.92,5.06,1.69,0.0,6.75,0.0,0.42,1
8,0,0,7,0,1,0,27,2,3,3,3,2,0,11,15,0,0,18,4,2,0,0,15,21,4,0,1,5,2,18,2,0,0,5,0,3,3,0,0,0,10,165,19.55,1.0,63.35,76.62,11.79,13.94,87.27,73.33,60.0,14.55,9.09,7.27,0.0,0.0,0.0,1.82,5.45,13.94,7.88,1.82,10.3,11.52,9.09,7.27,3.64,19.39,5.45,3.64,0.61,0.61,0.0,0.0,15.76,2.42,13.33,1.21,1.82,3.03,3.03,0.0,5.45,0.0,3.64,3.64,0.0,0.61,0.61,0.0,0.0,0.0,0.0,0.0,3.03,0.61,0.0,0.0,0.0,0.0,0.61,2.42,0.61,0.0,0.61,0.0,5.45,0.0,0.0,5.45,5.45,0.61,1.82,1.82,1.21,0.0,2.42,0.0,0.0,0.0,0.0,0.0,0.0,2.42,0.0,1.82,1.21,1.21,1.21,0.0,0.0,0.0,0.0,0.0,6.67,8.48,0.0,0.0,7.27,0.61,0.0,0.0,1.82,9.7,1.82,1.21,0.61,0.0,0.61,0.0,0.0,18.18,5.45,4.85,1.21,2.42,2.42,1.82,0
3,1,0,1,0,0,0,13,1,1,1,0,6,0,11,6,0,0,1,4,0,0,0,7,11,1,0,0,3,1,2,0,1,0,4,0,0,0,0,0,0,8,78,77.92,55.35,1.0,99.0,13.0,26.92,75.64,60.26,50.0,7.69,2.56,1.28,0.0,1.28,0.0,0.0,5.13,15.38,11.54,0.0,10.26,7.69,8.97,3.85,0.0,10.26,10.26,0.0,2.56,1.28,1.28,0.0,6.41,0.0,6.41,0.0,0.0,3.85,3.85,1.28,0.0,0.0,11.54,11.54,0.0,5.13,5.13,0.0,0.0,0.0,0.0,0.0,7.69,5.13,1.28,0.0,0.0,0.0,0.0,2.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.85,0.0,0.0,0.0,0.0,0.0,0.0,3.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.56,6.41,6.41,3.85,0.0,2.56,3.85,0.0,0.0,3.85,1.28,5.13,0.0,0.0,0.0,0.0,0.0,0.0,11.54,7.69,3.85,0.0,0.0,0.0,0.0,0
1,0,0,7,0,7,0,22,0,3,6,0,0,0,8,9,2,0,17,1,0,1,0,20,18,5,0,0,6,2,18,0,1,0,2,0,1,0,1,0,0,10,157,48.07,90.02,26.44,1.46,17.44,17.2,91.72,76.43,66.24,17.83,14.01,2.55,7.64,0.0,3.18,0.64,3.82,17.83,8.92,0.0,15.29,9.55,5.1,6.37,2.55,15.29,5.73,4.46,12.74,9.55,1.27,1.91,13.38,2.55,10.83,1.91,0.0,1.91,1.27,0.64,5.73,0.0,5.73,1.27,4.46,1.27,0.0,1.27,0.0,0.64,0.64,0.0,16.56,4.46,0.64,1.27,1.27,1.27,0.64,13.38,0.64,0.0,3.18,0.64,0.0,0.0,0.0,0.0,4.46,0.64,1.27,0.64,1.91,0.0,2.55,0.0,0.0,0.0,0.0,0.0,0.0,2.55,0.0,0.0,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,5.73,10.19,0.0,1.27,5.73,1.27,0.0,0.64,2.55,10.19,0.0,0.64,1.27,0.0,1.27,0.0,0.0,7.01,5.1,0.64,0.0,0.64,0.64,0.0,0
5,0,0,7,0,3,0,25,2,2,2,2,1,0,11,12,0,0,17,9,0,3,0,20,16,5,0,0,8,8,17,1,0,0,5,0,2,0,0,0,1,11,174,51.42,95.89,90.32,74.09,14.5,18.39,90.23,74.71,59.77,13.79,10.92,0.57,6.9,1.15,0.0,2.3,2.87,13.79,7.47,1.15,14.94,8.05,6.9,6.9,2.87,17.82,5.75,5.75,9.2,8.05,0.57,0.57,12.64,1.72,10.92,2.87,0.57,1.72,2.3,1.15,3.45,0.0,5.75,4.6,1.15,1.15,0.57,0.57,0.0,0.57,0.0,0.0,15.52,3.45,1.15,0.57,0.57,0.57,0.57,12.07,0.0,0.0,0.0,0.0,0.57,0.0,0.0,0.57,5.75,0.57,1.72,1.15,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,2.3,0.0,0.57,0.0,0.0,0.0,0.0,8.05,16.09,1.72,2.3,11.49,0.57,0.0,0.0,6.32,12.07,0.57,1.15,0.57,0.0,0.57,0.0,0.0,12.07,5.75,2.87,0.0,1.15,2.3,0.0,0
3,0,0,3,0,1,0,20,3,1,1,0,4,0,8,10,0,0,9,3,0,0,0,9,20,1,0,0,10,4,8,0,0,0,4,1,2,0,0,0,0,21,132,17.69,1.0,95.15,86.79,13.2,17.42,91.67,77.27,62.88,12.88,5.3,4.55,0.0,0.0,0.0,0.76,7.58,17.42,12.12,0.0,6.06,9.09,13.64,7.58,3.79,16.67,8.33,0.76,0.76,0.76,0.0,0.0,18.94,1.52,17.42,2.27,0.0,0.76,2.27,2.27,8.33,0.0,7.58,6.06,1.52,0.76,0.0,0.76,0.76,0.0,0.0,0.0,2.27,1.52,0.76,0.0,0.0,0.76,0.0,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.82,1.52,3.03,1.52,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76,0.0,0.76,0.0,0.0,0.0,0.76,7.58,12.12,1.52,0.0,10.61,0.76,0.0,0.0,2.27,6.82,3.79,3.79,0.76,0.0,0.0,0.76,0.0,9.85,7.58,2.27,0.0,0.0,0.0,0.0,1
3,1,0,5,0,2,0,16,3,0,3,0,3,0,9,7,0,0,4,1,0,0,0,9,12,5,0,0,3,1,6,0,1,0,3,0,1,1,1,0,0,5,93,77.83,23.05,91.84,92.96,13.29,20.43,88.17,73.12,56.99,11.83,8.6,5.38,2.15,0.0,1.08,0.0,3.23,20.43,10.75,0.0,13.98,8.6,4.3,4.3,2.15,19.35,5.38,3.23,5.38,4.3,1.08,0.0,10.75,3.23,7.53,1.08,1.08,2.15,1.08,0.0,2.15,0.0,5.38,5.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.6,4.3,1.08,0.0,0.0,0.0,1.08,4.3,1.08,0.0,2.15,0.0,0.0,0.0,0.0,0.0,7.53,1.08,4.3,2.15,2.15,0.0,1.08,0.0,0.0,0.0,0.0,0.0,0.0,1.08,0.0,0.0,1.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.38,15.05,0.0,4.3,11.83,0.0,0.0,0.0,4.3,6.45,5.38,0.0,0.0,0.0,0.0,0.0,0.0,12.9,7.53,3.23,0.0,0.0,2.15,0.0,0
1,0,0,2,0,5,0,14,2,2,1,0,0,0,3,7,0,0,11,4,0,0,0,11,11,2,0,0,7,1,10,0,1,0,8,0,0,0,0,0,0,8,103,53.11,97.35,82.65,99.0,14.71,16.5,90.29,70.87,59.22,17.48,14.56,4.85,6.8,0.0,0.0,2.91,2.91,15.53,10.68,0.0,11.65,5.83,5.83,8.74,0.0,14.56,2.91,0.97,8.74,8.74,0.0,0.0,10.68,0.97,9.71,1.94,0.0,1.94,2.91,1.94,1.94,0.97,8.74,8.74,0.0,3.88,3.88,0.0,0.0,0.0,0.0,0.0,19.42,4.85,0.0,1.94,0.0,0.0,1.94,14.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.94,0.97,0.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,9.71,14.56,0.0,1.94,12.62,0.0,0.0,0.0,1.94,9.71,0.0,1.94,0.0,0.0,0.0,0.0,0.0,7.77,5.83,0.97,0.0,0.97,0.0,0.0,0
0,1,0,4,0,2,0,9,2,2,0,0,0,0,4,5,0,0,8,1,0,0,0,4,5,4,0,0,3,0,11,1,0,0,5,0,1,1,0,0,0,5,73,20.57,1.04,95.37,20.23,14.6,15.07,89.04,69.86,57.53,21.92,15.07,12.33,0.0,0.0,0.0,2.74,6.85,9.59,4.11,1.37,10.96,9.59,2.74,5.48,2.74,16.44,4.11,2.74,1.37,0.0,1.37,0.0,10.96,2.74,8.22,0.0,0.0,2.74,1.37,1.37,2.74,0.0,8.22,4.11,4.11,4.11,2.74,1.37,0.0,0.0,0.0,0.0,8.22,4.11,0.0,0.0,0.0,0.0,0.0,4.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.22,4.11,2.74,1.37,0.0,0.0,1.37,1.37,0.0,1.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.74,0.0,0.0,0.0,0.0,0.0,0.0,4.11,10.96,0.0,1.37,9.59,0.0,0.0,0.0,4.11,8.22,1.37,0.0,0.0,0.0,0.0,0.0,0.0,6.85,6.85,0.0,0.0,0.0,0.0,0.0,0
4,0,0,8,1,4,0,18,4,3,2,1,1,0,11,7,2,0,6,4,0,2,0,11,13,3,2,1,6,0,12,0,2,0,4,0,1,1,0,0,0,5,123,53.37,10.93,87.24,58.42,17.57,13.82,86.18,71.54,59.35,15.45,12.2,7.32,0.0,1.63,0.0,3.25,3.25,19.51,9.76,1.63,11.38,8.13,3.25,8.13,1.63,13.82,8.94,4.88,1.63,1.63,0.0,0.0,13.01,1.63,11.38,2.44,0.81,2.44,1.63,0.0,4.88,0.0,4.07,3.25,0.81,0.81,0.81,0.0,0.0,0.0,0.0,0.0,8.94,3.25,0.81,0.0,0.0,0.0,1.63,5.69,0.81,0.0,0.0,0.0,1.63,0.0,0.0,1.63,4.07,0.0,2.44,1.63,0.0,0.0,2.44,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81,0.0,0.81,0.0,0.0,0.0,0.0,4.07,10.57,0.0,0.81,8.94,0.81,0.0,0.0,2.44,4.88,1.63,0.81,0.0,0.0,0.0,0.0,0.0,15.45,5.69,3.25,0.0,0.0,3.25,3.25,0
13,0,0,10,1,7,0,54,2,3,6,2,3,0,21,20,3,1,35,18,0,5,0,34,41,9,4,0,12,6,24,1,5,0,9,0,1,3,2,0,1,20,331,62.42,45.42,79.49,42.63,16.55,17.82,87.01,69.79,58.31,14.2,8.46,2.72,3.32,0.0,0.0,2.42,5.74,18.73,7.55,1.21,14.2,8.76,4.23,5.44,1.51,15.41,6.04,5.14,4.53,3.32,0.91,0.6,12.39,2.11,9.67,1.81,0.6,1.51,1.51,0.6,4.53,0.0,5.14,3.32,1.81,1.21,0.91,0.3,0.0,0.0,0.0,0.0,8.46,1.81,1.21,0.3,0.0,0.3,0.3,6.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.14,0.3,3.93,0.6,0.3,0.0,0.6,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.6,1.21,0.0,0.0,0.0,0.0,5.44,14.2,0.91,2.11,10.57,0.3,0.3,0.0,2.42,11.18,1.51,0.0,0.0,0.0,0.0,0.0,0.0,15.41,5.74,3.93,0.0,0.3,3.93,1.51,0
7,0,0,5,0,1,0,29,1,0,3,0,3,0,5,9,0,0,10,6,0,2,0,19,18,7,0,1,5,4,5,0,0,0,0,0,1,6,0,0,0,17,147,92.8,19.33,99.0,29.39,16.33,19.05,88.44,66.67,56.46,5.44,2.72,2.04,0.0,0.0,0.0,0.68,2.72,14.29,10.88,4.76,20.41,4.76,9.52,6.8,2.04,11.56,2.72,5.44,2.04,0.68,0.0,1.36,7.48,2.04,5.44,0.68,1.36,0.0,1.36,0.0,2.04,0.0,0.68,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.44,3.4,0.68,0.68,0.0,0.68,1.36,2.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.12,0.0,3.4,1.36,1.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.0,2.04,0.0,0.0,0.0,0.0,0.0,0.0,2.72,19.73,0.68,2.04,16.33,0.68,0.0,0.0,10.2,4.76,2.72,0.0,0.0,0.0,0.0,0.0,0.0,11.56,5.44,4.76,0.0,0.68,0.0,0.68,1
5,0,0,9,0,3,0,29,4,2,4,0,3,0,20,14,0,0,18,5,0,1,0,24,26,8,0,0,10,3,18,0,1,0,9,0,0,0,0,0,0,13,210,72.76,5.34,90.17,78.85,17.5,15.71,90.95,74.76,60.48,12.86,8.57,7.14,0.0,0.0,0.48,0.95,4.29,15.71,11.43,0.0,15.24,10.0,3.81,7.62,0.95,16.19,8.57,3.81,1.9,0.95,0.95,0.0,10.0,1.43,8.57,2.38,0.48,1.43,0.95,0.48,2.86,0.0,4.76,4.29,0.48,2.38,1.9,0.48,0.0,0.0,0.48,0.0,5.71,3.81,0.95,0.0,0.48,0.0,1.9,1.9,0.0,0.0,0.0,0.48,0.48,0.0,0.0,0.48,6.19,0.48,1.9,2.86,0.95,0.0,1.43,0.95,0.0,0.95,0.0,0.0,0.0,0.48,0.0,0.95,0.48,0.0,0.0,0.0,0.0,0.0,0.48,0.95,7.14,12.86,0.48,1.43,8.57,0.0,2.38,0.0,4.76,8.57,1.43,2.38,0.0,0.0,0.0,0.0,0.0,9.05,5.24,2.38,0.0,1.43,0.0,0.0,1
5,0,0,3,0,1,0,9,0,1,1,0,3,0,9,6,1,1,5,5,0,0,0,7,10,1,0,0,5,1,4,0,0,0,7,0,0,2,0,0,0,3,79,75.18,47.57,65.08,38.56,15.8,17.72,86.08,65.82,54.43,7.59,2.53,0.0,2.53,0.0,0.0,0.0,5.06,18.99,11.39,3.8,10.13,10.13,2.53,7.59,1.27,13.92,10.13,7.59,6.33,5.06,0.0,1.27,10.13,0.0,10.13,1.27,1.27,2.53,1.27,2.53,5.06,0.0,1.27,1.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.33,1.27,0.0,0.0,0.0,0.0,0.0,5.06,0.0,0.0,0.0,0.0,1.27,0.0,0.0,1.27,2.53,0.0,0.0,2.53,0.0,0.0,1.27,1.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.27,0.0,1.27,0.0,0.0,0.0,0.0,6.33,13.92,1.27,2.53,11.39,0.0,0.0,0.0,2.53,6.33,2.53,0.0,0.0,0.0,0.0,0.0,0.0,13.92,5.06,6.33,0.0,2.53,0.0,0.0,1
7,0,0,6,0,5,0,8,4,4,2,1,3,1,8,5,0,0,6,6,0,1,0,16,6,4,0,0,6,3,13,0,1,1,7,0,0,0,0,0,0,14,122,4.22,19.26,66.66,58.75,24.4,18.03,87.7,73.77,66.39,21.31,13.11,8.2,2.46,0.0,0.0,2.46,8.2,17.21,3.28,1.64,9.84,11.48,9.02,9.02,1.64,16.39,6.56,2.46,8.2,6.56,0.82,0.82,17.21,0.0,17.21,0.82,3.28,2.46,0.82,3.28,6.56,0.0,4.92,3.28,0.82,3.28,1.64,0.82,0.0,0.82,0.0,0.0,14.75,4.92,0.82,0.0,0.0,0.0,0.82,9.84,2.46,1.64,0.0,0.0,0.0,0.0,0.0,0.0,2.46,0.0,2.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,0.82,7.38,8.2,0.82,1.64,5.74,0.82,0.0,0.0,0.0,6.56,4.92,1.64,0.0,0.0,0.0,0.0,0.0,13.11,4.1,5.74,0.0,0.0,3.28,0.0,0
